Alliance,Association,CaCode,MCVAboveAlliance,SumOfCountOfSurveyID,Inactivated,CaCodeUpdate,AllianceUpdate,AssociationUpdate,InactivationType,LineageNewCaCode
Distichlis spicata – Frankenia salina Coastal,Frankenia salina – Distichlis spicata Coastal,41.202.05,,1,FALSE,,,,,
Distichlis spicata – Frankenia salina Coastal,Frankenia salina – Limonium californicum – Monanthochloe littoralis – Sarcocornia pacifica,52.500.01,,24,FALSE,,,,,
Distichlis spicata – Frankenia salina Coastal,Frankenia salina Coastal,41.202.04,,1,FALSE,,,,,
Distichlis spicata – Frankenia salina Coastal,Grindelia stricta,52.206.02,,8,FALSE,,,,,
Distichlis spicata – Frankenia salina Coastal,Hordeum depressum – Annual Herb,,,8,FALSE,,,,,
Distichlis spicata – Frankenia salina Coastal [pending],Distichlis spicata – (Bromus diandrus – Avena spp.),41.200.16,,5,FALSE,,,,,
Distichlis spicata – Frankenia salina Coastal [pending],Distichlis spicata Coastal,41.202.02,,5,FALSE,,,,,
Distichlis spicata – Frankenia salina Coastal [pending],Frankenia salina – Distichlis spicata Coastal,41.202.05,,10,FALSE,,,,,
Distichlis spicata Interior,,41.201.00,,11,FALSE,,,,,
Distichlis spicata Interior,Croton californicus – Distichlis spicata,,,2,FALSE,,,,,
Distichlis spicata Interior,Distichlis spicata – Juncus arcticus var. balticus (J. mexicanus) Interior,41.201.03,,1,FALSE,,,,,
Distichlis spicata Interior,Distichlis spicata Interior,41.201.01,,12,FALSE,,,,,
Distichlis spicata Interior,Frankenia salina – Distichlis spicata Interior,41.201.05,,1,FALSE,,,,,
Distichlis spicata Interior,Frankenia salina Interior,41.201.04,,4,FALSE,,,,,
Distichlis spicata Interior [pending],Distichlis spicata – (Bromus hordeaceus – Hordeum marinum),41.201.02,,5,FALSE,,,,,
Distichlis spicata Interior [pending],Distichlis spicata – Juncus arcticus var. balticus (J. mexicanus) Interior,41.201.03,,29,FALSE,,,,,
Distichlis spicata Interior [pending],Distichlis spicata Interior,41.201.01,,16,FALSE,,,,,
Distichlis spicata Interior [pending],Frankenia salina – Distichlis spicata Interior,41.201.05,,1,FALSE,,,,,
Dudleya cymosa – Dudleya lanceolata – Lichen/Moss,Lichen Gravel – Bedrock Nonvascular Sparse,42.630.02,,1,FALSE,,,,,
Dudleya cymosa – Dudleya lanceolata – Lichen/Moss Sparse,,42.630.00,,5,FALSE,,,,,
Dudleya cymosa – Dudleya lanceolata / Lichen – Moss,Dudleya farinosa / Lichen – Moss,42.630.03,,6,FALSE,,,,,
"Eleocharis (acicularis, macrostachya)",,42.240.00,,1,FALSE,,,,,
"Eleocharis (acicularis, macrostachya)",,45.230.00,,2,TRUE,,,,Split,"45.570.00, 45.240.00, 44.140.00"
"Eleocharis (acicularis, macrostachya)",,45.232.00,,11,TRUE,,,,Split,"44.140.00, 45.570.00, 45.240.00"
"Eleocharis (acicularis, macrostachya)",Eleocharis macrostachya,45.230.01,,16,TRUE,,,,Split,"45.570.07, 45.240.01, 44.140.07"
"Eleocharis (palustris, rostellata)",Eleocharis rostellata,45.260.03,,1,FALSE,,,,,
"Eleocharis (palustris, rostellata) Alkaline-Saline",Eleocharis rostellata,45.260.03,,27,FALSE,,,,,
Eleocharis macrostachya,,45.230.00,,1,TRUE,,,,Split,"45.570.00, 44.140.00, 45.240.00"
Eleocharis macrostachya,Eleocharis macrostachya,45.230.01,,24,TRUE,,,,Split,"45.570.07, 45.240.01, 44.140.07"
"Elymus (elymoides, multisetus)",,41.650.00,,1,TRUE,,,,Merged,41.660.00
"Elymus (elymoides, multisetus)",Elymus multisetus – (Eschscholzia californica – Plantago erecta),41.650.02,,7,FALSE,,,,,
Elymus cinereus – Elymus triticoides,Leymus cinereus,41.020.01,,9,FALSE,,,,,
Elymus cinereus – Elymus triticoides,Leymus triticoides – Poa secunda,41.080.06,,2,FALSE,,,,,
Elymus glaucus Montane,,41.630.00,,1,FALSE,,,,,
Elymus smithii,Elymus smithii,,,1,FALSE,,,,,
"Encelia (actonii, virginensis) – Viguiera reticulata",,33.037.00,,45,FALSE,,,,,
"Encelia (actonii, virginensis) – Viguiera reticulata",Encelia actonii,33.025.03,,14,FALSE,,,,,
"Encelia (actonii, virginensis) – Viguiera reticulata",Encelia virginensis,33.025.01,,8,FALSE,,,,,
"Encelia (actonii, virginensis) – Viguiera reticulata",Viguiera reticulata,33.033.01,,16,FALSE,,,,,
Encelia californica,,32.050.00,,6,TRUE,,,,Merged,32.051.00
Encelia californica,Encelia californica,32.050.02,,8,FALSE,,,,,
Encelia californica,Encelia californica – Artemisia californica,32.050.01,,11,FALSE,,,,,
Encelia californica,Encelia californica – Eriogonum cinereum,32.050.01,,5,FALSE,,,,,
Encelia californica – Eriogonum cinereum,Encelia californica,32.050.02,,2,FALSE,,,,,
Encelia californica – Eriogonum cinereum,Encelia californica – Artemisia californica,32.050.01,,2,FALSE,,,,,
Encelia californica – Eriogonum cinereum,Encelia californica – Eriogonum cinereum,32.050.04,,3,FALSE,,,,,
Encelia californica – Eriogonum cinereum,Encelia californica – Eriogonum cinereum Alliance,32.051.00,,1,FALSE,,,,,
Encelia californica – Eriogonum cinereum,Encelia californica – Malosma laurina – Salvia mellifera,32.050.05,,6,FALSE,,,,,
Encelia farinosa,,,,3,FALSE,33.030.00,,,,
Encelia farinosa,,33.030.00,,126,FALSE,,,,,
Encelia farinosa,Encelia farinosa,33.030.01,,14,FALSE,,,,,
Encelia farinosa,Encelia farinosa,33.030.05,,11,TRUE,,,,Lumped,33.030.01
Encelia farinosa,Encelia farinosa – Ambrosia dumosa,33.060.06,,6,FALSE,,,,,
Encelia farinosa,Encelia farinosa – Eriogonum fasciculatum – Agave deserti,33.030.03,,8,FALSE,,,,,
Encelia farinosa,Encelia farinosa – Peucephyllum schottii,33.030.02,,17,FALSE,,,,,
Encelia farinosa,Eriogonum fasciculatum – Encelia farinosa,32.040.18,,3,FALSE,,,,,
Ephedra californica – Ephedra trifurca,,33.270.00,,67,FALSE,,,,,
Ephedra californica – Ephedra trifurca,Ephedra californica – Ambrosia salsola,33.270.02,,58,FALSE,,,,,
Ephedra californica – Ephedra trifurca,Ephedra californica – Gutierrezia californica / Eriastrum pluriflorum,33.270.04,,14,FALSE,,,,,
Ephedra californica – Ephedra trifurca,Ephedra californica / annual – perennial herb,33.270.03,,11,FALSE,,,,,
Ephedra californica – Ephedra trifurca,Ephedra trifurca,33.270.05,,1,FALSE,,,,,
Ephedra funerea,Ephedra funerea,33.275.01,,37,FALSE,,,,,
Ephedra nevadensis – Lycium andersonii – Grayia spinosa,,33.185.00,,168,FALSE,,,,,
Ephedra nevadensis – Lycium andersonii – Grayia spinosa,Ephedra nevadensis – (Salazaria mexicana – Ambrosia salsola),33.280.01,,13,FALSE,,,,,
Ephedra nevadensis – Lycium andersonii – Grayia spinosa,Ephedra nevadensis – Ericameria cooperi,33.280.05,,22,FALSE,,,,,
Ephedra nevadensis – Lycium andersonii – Grayia spinosa,Ephedra nevadensis – Lycium andersonii,33.280.04,,14,FALSE,,,,,
Ephedra nevadensis – Lycium andersonii – Grayia spinosa,Ephedra nevadensis / (Elymus elymoides),33.185.02,,1,FALSE,,,,,
Ephedra nevadensis – Lycium andersonii – Grayia spinosa,Grayia spinosa – Larrea tridentata,33.180.03,,6,FALSE,,,,,
Ephedra nevadensis – Lycium andersonii – Grayia spinosa,Grayia spinosa – Lycium andersonii,33.180.04,,25,FALSE,,,,,
Ephedra nevadensis – Lycium andersonii – Grayia spinosa,Grayia spinosa – Lycium pallidum,33.185.03,,6,FALSE,,,,,
Ephedra nevadensis – Lycium andersonii – Grayia spinosa,"Grayia spinosa – Tetradymia (axillaris, glabrata)",33.185.04,,5,FALSE,,,,,
Ephedra nevadensis – Lycium andersonii – Grayia spinosa,Lycium andersonii,33.360.02,,12,FALSE,,,,,
Ephedra nevadensis – Lycium andersonii – Grayia spinosa,Lycium andersonii – Simmondsia chinensis – Pleuraphis rigida,33.360.01,,2,FALSE,,,,,
Ephedra nevadensis – Lycium andersonii – Grayia spinosa,Lycium cooperi,33.185.01,,10,FALSE,,,,,
Ephedra viridis,,33.285.00,,35,FALSE,,,,,
Ephedra viridis,Ephedra viridis,33.285.02,,10,FALSE,,,,,
Ephedra viridis,Ephedra viridis – Purshia glandulosa,33.285.03,,12,FALSE,,,,,
Ephedra viridis – Chrysothamnus viscidiflorus – Rhus trilobata,,35.355.00,,3,FALSE,,,,,
Ephedra viridis – Chrysothamnus viscidiflorus – Rhus trilobata,Ericameria cuneata ssp. spathulata,35.355.01,,2,FALSE,,,,,
"Equisetum (arvense, variegatum, hyemale)",,52.070.00,,1,FALSE,,,,,
Ericameria linearifolia – Cleome isomeris,,38.125.00,,15,FALSE,,,,,
Ericameria linearifolia – Cleome isomeris,Cleome isomeris,38.125.03,,6,FALSE,,,,,
Ericameria linearifolia – Cleome isomeris,Cleome isomeris,38.125.03,,3,FALSE,,,,,
Ericameria linearifolia – Cleome isomeris,Eastwoodia elegans,38.125.02,,1,FALSE,,,,,
Ericameria linearifolia – Cleome isomeris,Ericameria linearifolia,38.125.01,,5,FALSE,,,,,
Ericameria linearifolia – Cleome isomeris,Ericameria linearifolia,38.125.01,,26,FALSE,,,,,
Ericameria linearifolia – Cleome isomeris,Gutierrezia californica / Poa secunda,32.042.02,,6,FALSE,,,,,
Ericameria linearifolia–Isomeris arborea,Isomeris arborea,,,2,FALSE,,,,,
Ericameria nauseosa,,35.310.00,,102,FALSE,,,,,
Ericameria nauseosa,Artemisia tridentata – (Ericameria nauseosa) / Bromus tectorum,35.110.18,,1,FALSE,,,,,
Ericameria nauseosa,Ericameria nauseosa,35.310.03,,52,FALSE,,,,,
Ericameria nauseosa,Ericameria nauseosa – Juniperus californica / herb,35.310.01,,1,FALSE,,,,,
Ericameria nauseosa,Ericameria nauseosa / Bromus tectorum,35.310.06,,14,FALSE,,,,,
Ericameria nauseosa,Ericameria nauseosa / Sporobolus airoides,35.310.02,,11,FALSE,,,,,
Ericameria paniculata,,35.340.00,,19,FALSE,,,,,
Ericameria paniculata,Ericameria paniculata,35.340.01,,58,FALSE,,,,,
Ericameria paniculata,Ericameria paniculata – Ambrosia salsola,35.340.02,,18,FALSE,,,,,
Ericameria teretifolia,,35.330.00,,34,FALSE,,,,,
Ericameria teretifolia,Ericameria teretifolia,35.330.01,,18,FALSE,,,,,
Eriodictyon californicum,Eriodictyon californicum / herbaceous,35.080.01,,2,FALSE,,,,,
"Eriogonum (clavatum, inflatum)",,,,1,FALSE,,,,,
Eriogonum arborescens – Eriogonum grande,Eriogonum grande var. rubescens,32.036.04,,3,FALSE,,,,,
Eriogonum cinereum,Eriogonum cinereum,32.035.01,,1,FALSE,,,,,
Eriogonum fasciculatum,,,,57,FALSE,32.040.00,,,,
Eriogonum fasciculatum,,32.040.00,,86,FALSE,,,,,
Eriogonum fasciculatum,Eriogonum fasciculatum,,,15,FALSE,32.040.02,,,,
Eriogonum fasciculatum,Eriogonum fasciculatum,32.040.02,,41,FALSE,,,,,
Eriogonum fasciculatum,Eriogonum fasciculatum,32.040.02,,11,FALSE,,,,,
Eriogonum fasciculatum,Eriogonum fasciculatum – Ambrosia dumosa,32.040.05,,1,FALSE,,,,,
Eriogonum fasciculatum,Eriogonum fasciculatum – Bebbia juncea,32.040.08,,7,FALSE,,,,,
Eriogonum fasciculatum,Eriogonum fasciculatum – Cylindropuntia californica,32.040.10,,6,FALSE,,,,,
Eriogonum fasciculatum,Eriogonum fasciculatum – Ephedra californica,32.040.20,,10,FALSE,,,,,
Eriogonum fasciculatum,Eriogonum fasciculatum – Rhus ovata,32.040.11,,4,FALSE,,,,,
Eriogonum fasciculatum,Eriogonum fasciculatum – Simmondsia chinensis – Cylindropuntia californica,32.040.12,,1,FALSE,,,,,
Eriogonum fasciculatum,Eriogonum fasciculatum / Salvia columbariae – Mirabilis laevis,32.040.21,,3,FALSE,,,,,
Eriogonum fasciculatum,Eriogonum fasciculatum var. foliolosum – Hesperoyucca whipplei,32.040.16,,21,FALSE,,,,,
Eriogonum fasciculatum,Eriogonum fasciculatum var. foliolosum – Hesperoyucca whipplei,32.040.16,,10,FALSE,,,,,
Eriogonum fasciculatum,Eriogonum fasciculatum var. foliolosum – Juniperus californica,32.040.13,,1,FALSE,,,,,
Eriogonum fasciculatum,Hesperoyucca whipplei,32.040.22,,15,FALSE,,,,,
Eriogonum fasciculatum – Salvia apiana,,32.100.00,,1,FALSE,,,,,
Eriogonum fasciculatum – Salvia apiana,Eriogonum fasciculatum,32.040.02,,2,FALSE,,,,,
Eriogonum fasciculatum – Salvia apiana,Eriogonum fasciculatum – Salvia apiana,32.100.01,,4,FALSE,,,,,
Eriogonum fasciculatum – Salvia apiana,Eriogonum fasciculatum var. foliolosum – Hesperoyucca whipplei,32.040.16,,1,FALSE,,,,,
Eriogonum fasciculatum – Salvia apiana,Salvia apiana – Artemisia californica – Ericameria spp.,32.100.02,,5,FALSE,,,,,
Eriogonum fasciculatum – Viguiera parishii,,33.032.00,,85,FALSE,,,,,
Eriogonum fasciculatum – Viguiera parishii,"Eriogonum fasciculatum – Ericameria (laricifolia, linearifolia)",33.032.07,,22,FALSE,,,,,
Eriogonum fasciculatum – Viguiera parishii,Eriogonum fasciculatum (Wash),32.040.06,,3,FALSE,,,,,
Eriogonum fasciculatum – Viguiera parishii,Eriogonum fasciculatum rock outcrop,33.032.06,,26,FALSE,,,,,
Eriogonum fasciculatum – Viguiera parishii,Viguiera parishii,33.032.03,,24,FALSE,,,,,
Eriogonum fasciculatum – Viguiera parishii,Viguiera parishii – Eriogonum fasciculatum,33.032.02,,27,FALSE,,,,,
Eriogonum fasciculatum – Viguiera parishii,Viguiera parishii – Eriogonum fasciculatum – Simmondsia chinensis,33.032.08,,3,FALSE,,,,,
Eriogonum spp. / Poa secunda,,32.037.00,,8,FALSE,,,,,
Eriogonum spp. / Poa secunda,Eriogonum douglasii / Poa secunda,32.037.02,,11,FALSE,,,,,
Eriogonum spp. / Poa secunda,Eriogonum strictum / Poa secunda,32.037.03,,3,FALSE,,,,,
Eriogonum wrightii,,32.041.00,,4,TRUE,,,,Merged,32.046.00
Eriogonum wrightii – Eriogonum heermannii – Buddleja utahensis,,32.046.00,,25,FALSE,,,,,
Eriogonum wrightii – Eriogonum heermannii – Buddleja utahensis,(Buddleja utahensis – Eriogonum heermannii) – Gutierrezia spp. limestone,32.046.02,,6,FALSE,,,,,
Eriogonum wrightii – Eriogonum heermannii – Buddleja utahensis,Eriogonum wrightii – Eriophyllum confertiflorum / Monardella antonina ssp. Benitensis,32.041.01,,1,FALSE,,,,,
Eriogonum wrightii – Eriogonum heermannii – Buddleja utahensis,Eriogonum wrightii – Juniperus californica,32.041.02,,1,FALSE,,,,,
Eriogonum wrightii – Eriogonum heermannii – Buddleja utahensis,"Eriogonum wrightii (ssp. subscaposum, ssp. wrightii)",32.046.04,,21,FALSE,,,,,
Eriogonum wrightii – Eriogonum heermannii – Buddleja utahensis,Eriogonum wrightii ssp. wrightii,32.046.04,,1,FALSE,,,,,
Eriogonum wrightii – Eriogonum heermannii – Buddleja utahensis,Hecastocleis shockleyi,32.046.01,,2,FALSE,,,,,
Eriogonum spp. / Poa secunda,,32.037.00,,1,FALSE,,,,,
Eriogonum spp. / Poa secunda,Eriogonum sphaerocephalum / Poa secunda,32.037.01,,18,FALSE,,,,,
Eriophyllum staechadifolium – Erigeron glaucus – Eriogonum latifolium,Artemisia pycnocephala,21.320.01,,17,FALSE,,,,,
Eriophyllum staechadifolium – Erigeron glaucus – Eriogonum latifolium,Artemisia pycnocephala – Cardionema ramosissimum,21.110.01,,1,TRUE,,,,Lumped,21.320.01
Eriophyllum staechadifolium – Erigeron glaucus – Eriogonum latifolium,Erigeron glaucus – Fragaria chiloensis,21.310.02,,33,FALSE,,,,,
Eriophyllum staechadifolium – Erigeron glaucus – Eriogonum latifolium,Eriogonum parvifolium,21.310.03,,1,FALSE,,,,,
Eriophyllum staechadifolium – Erigeron glaucus – Eriogonum latifolium,Eriophyllum staechadifolium – Eriogonum latifolium,21.310.01,,22,FALSE,,,,,
Eryngium aristulatum,,42.004.00,,2,FALSE,,,,,
Eryngium aristulatum,Eryngium aristulatum – Lupinus bicolor,42.004.01,,1,FALSE,,,,,
Eryngium aristulatum,Eryngium aristulatum var. aristulatum – (Lupinus bicolor),42.004.01,,2,FALSE,,,,,
Eryngium aristulatum,Hemizonia congesta,42.004.02,,11,FALSE,,,,,
Eschscholzia (californica),,43.200.00,,2,FALSE,,,,,
Eschscholzia (californica) – Lupinus (nanus),,43.200.00,,12,FALSE,,,,,
Eschscholzia (californica) – Lupinus (nanus),Bromus hordeaceus – Lupinus nanus – Trifolium spp.,42.026.18,,13,FALSE,,,,,
Eschscholzia (californica) – Lupinus (nanus),Chorizanthe membranacea,,,1,FALSE,,,,,
Eschscholzia (californica) – Lupinus (nanus),Eschscholzia californica,43.200.01,,31,FALSE,,,,,
Eschscholzia (californica) – Lupinus (nanus),"Lupinus (microcarpus, succulentus)",43.200.05,,15,FALSE,,,,,
Eschscholzia (californica) – Lupinus (nanus),Lupinus benthamii – Chorizanthe membranacea,43.200.04,,30,FALSE,,,,,
Eschscholzia (californica) – Lupinus (nanus),Lupinus bicolor,43.200.02,,21,FALSE,,,,,
Eschscholzia (californica) – Lupinus (nanus),Lupinus formosus,,,2,FALSE,43.200.05,,,,
"Eucalyptus (globulus, camaldulensis)",,79.100.00,,18,FALSE,,,,,
Eucalyptus spp. – Ailanthus altissima – Robinia pseudoacacia,,,,1,FALSE,79.100.00,,,,
Eucalyptus spp. – Ailanthus altissima – Robinia pseudoacacia,,79.100.00,,11,FALSE,,,,,
Eucalyptus spp. – Ailanthus altissima – Robinia pseudoacacia,Acacia melanoxylon,79.100.05,,3,FALSE,,,,,
Eucalyptus spp. – Ailanthus altissima – Robinia pseudoacacia,Ailanthus altissima,79.100.03,,2,FALSE,,,,,
Eucalyptus spp. – Ailanthus altissima – Robinia pseudoacacia,"Eucalyptus (globulus, camaldulensis)",79.100.02,,23,FALSE,,,,,
Eucalyptus spp. – Ailanthus altissima – Robinia pseudoacacia,Olea europea,79.100.06,,4,FALSE,,,,,
Fallugia paradoxa,Fallugia paradoxa Desert Wash,33.325.01,,4,FALSE,,,,,
Festuca idahoensis,Festuca idahoensis – Bromus carinatus,41.250.01,,1,TRUE,,,,Merged,41.251.05
Festuca idahoensis,Festuca idahoensis Ultramafic,41.250.04,,3,FALSE,,,,,
Festuca idahoensis – Danthonia californica,,41.251.00,,1,FALSE,,,,,
Festuca idahoensis – Danthonia californica,Danthonia californica – Nassella pulchra,41.050.07,,22,FALSE,,,,,
Festuca idahoensis – Danthonia californica,Danthonia californica Coastal,41.251.01,,25,FALSE,,,,,
Festuca idahoensis – Danthonia californica,Festuca californica,41.250.06,,3,FALSE,,,,,
Festuca idahoensis – Danthonia californica,Festuca idahoensis – (Danthonia californica – Koeleria macrantha),41.251.05,,2,FALSE,,,,,
Festuca idahoensis – Danthonia californica,Festuca idahoensis – Danthonia californica – Koeleria macrantha,41.250.05,,2,TRUE,,,,Merged,41.251.05
Festuca idahoensis – Danthonia californica,Festuca idahoensis – Nassella pulchra,41.251.02,,4,FALSE,,,,,
Festuca idahoensis – Danthonia californica,Festuca idahoensis Ultramafic,41.250.04,,3,FALSE,,,,,
Festuca idahoensis – Danthonia californica,Heterotheca sessiliflora – Danthonia californica,41.251.04,,3,FALSE,,,,,
Festuca idahoensis – Danthonia californica,Heterotheca sessiliflora – Danthonia californica,42.251.04,,3,FALSE,,,,,
Festuca idahoensis – Danthonia californica,Perideridia kelloggii – Danthonia californica,41.251.03,,8,FALSE,,,,,
Festuca idahoensis – Elymus spicatus – Poa secunda,Elymus spicatus – Poa secunda,,,35,FALSE,,,,,
Festuca idahoensis – Elymus spicatus – Poa secunda,Festuca idahoensis,,,1,FALSE,,,,,
Festuca idahoensis – Pseudoroegneria spicata –  Poa secunda,,41.040.00,,4,FALSE,,,,,
Festuca idahoensis - Pseudoroegneria spicata - Poa secunda,Pseudoroegneria spicata – Poa secunda,41.040.01,,5,FALSE,,,,,
Festuca idahoensis – Pseudoroegneria spicata – Poa secunda,,41.040.00,,1,FALSE,,,,,
Festuca idahoensis – Pseudoroegneria spicata – Poa secunda,Pseudoroegneria spicata – Poa secunda,41.040.01,,1,FALSE,,,,,
Festuca perennis,Lolium perenne – Lotus corniculatus,41.321.11,,1,FALSE,,,,,
Foeniculum vulgare,Foeniculum vulgare,45.556.02,,4,FALSE,,,,,
Frangula californica,Frangula californica ssp. tomentella / Cirsium fontinale var. campylon – Mimulus guttatus,37.920.03,,3,FALSE,,,,,
Frangula californica – Rhododendron occidentale,,63.311.00,,2,FALSE,,,,,
Frangula californica – Rhododendron occidentale,Frangula californica ssp. californica,63.311.01,,1,FALSE,,,,,
Frangula californica – Rhododendron occidentale,Rhododendron occidentale – Frangula californica ssp. tomentella,63.311.02,,5,FALSE,,,,,
Frangula californica – Rhododendron occidentale – Salix breweri,,63.311.00,,3,FALSE,,,,,
Frangula californica – Rhododendron occidentale – Salix breweri,Frangula californica ssp. californica,63.311.01,,3,FALSE,,,,,
Frangula californica – Rhododendron occidentale – Salix breweri,Frangula californica ssp. tomentella / Cirsium fontinale var. campylon – Mimulus guttatus,37.920.03,,6,FALSE,,,,,
Frangula californica – Rhododendron occidentale – Salix breweri,Rhododendron occidentale – Frangula californica ssp. tomentella,63.311.02,,9,FALSE,,,,,
Frangula californica – Rhododendron occidentale – Salix breweri,Salix breweri,61.215.02,,3,FALSE,,,,,
Frankenia palmeri,,,,1,FALSE,,,,,
Frankenia salina,,52.500.00,,8,TRUE,,,,Split,"41.201.00, 41.202.00"
Frankenia salina,Frankenia salina,52.500.02,,5,TRUE,,,,Split,"41.201.04, 41.202.04"
Frankenia salina,Frankenia salina – Distichlis spicata,52.500.04,,14,TRUE,,,,Split,"41.201.05, 41.202.05"
Fraxinus latifolia,,,,1,FALSE,61.960.00,,,,
Fraxinus latifolia,,61.960.00,,23,FALSE,,,,,
Fraxinus latifolia,Fraxinus latifolia,61.960.04,,13,FALSE,,,,,
Fraxinus latifolia,Fraxinus latifolia – Alnus rhombifolia,61.960.02,,9,FALSE,,,,,
